Country,City,CO AQI Value,CO AQI Category
Italy,Piacenza,1,Good
United States of America,Picayune,1,Good
Brazil,Picui,0,Good
United States of America,Pinellas Park,1,Good
Brazil,Pinheiro,0,Good
Brazil,Pio Xii,0,Good
Italy,Piossasco,1,Good
Brazil,Piracicaba,1,Good
Brazil,Piritiba,0,Good
Czechia,Pisek,1,Good
Russian Federation,Pitkyaranta,1,Good
United States of America,Plainfield,1,Good
France,Poitiers,1,Good
Ukraine,Poltava,1,Good
Thailand,Pong,1,Good
India,Ponneri,4,Good
Italy,Pontassieve,1,Good
United States of America,Port Hueneme,1,Good
Unknown,Port De Bouc,1,Good
Italy,Potenza,1,Good
Mexico,Progreso Industrial,4,Good
Russian Federation,Psebay,1,Good
Unknown,Pulupandan,1,Good
India,Pundri,4,Good
Chile,Purranque,1,Good
Syrian Arab Republic,Qatana,1,Good
Colombia,Quibdo,1,Good
Poland,Radlin,1,Good
India,Rahuri,1,Good
India,Raikot,5,Good
India,Rajsamand,1,Good
United States of America,Ramsey,1,Good
India,Ramtek,3,Good
Germany,Raubling,1,Good
United Kingdom of Great Britain and Northern Ireland,Redcar,1,Good
United States of America,Rehoboth,1,Good
United Kingdom of Great Britain and Northern Ireland,Reigate,1,Good
Germany,Reinbek,1,Good
Finland,Riihimaki,1,Good
Mexico,Rincon De Romos,1,Good
Uruguay,Rio Branco,0,Good
Brazil,Rio Das Pedras,1,Good
United States of America,Rio Grande City,0,Good
Spain,Ripoll,1,Good
India,Risod,2,Good
United States of America,Riverside,3,Good
Ecuador,Rocafuerte,1,Good
France,Roche La Moliere,1,Good
Sierra Leone,Rokupr,1,Good
Kenya,Rongai,2,Good
Poland,Olsztyn,1,Good
Japan,Onomichi,1,Good
United States of America,Opportunity,1,Good
Namibia,Oshakati,0,Good
United States of America,Ossining,1,Good
Mexico,Ozumba,1,Good
South Africa,Paarl,6,Good
Russian Federation,Pallasovka,1,Good
United States of America,Palm Desert,1,Good
Spain,Palma,1,Good
Cuba,Palmira,1,Good
United States of America,Palos Heights,1,Good
Indonesia,Pamanukan,3,Good
Unknown,Pambujan,0,Good
Brazil,Panelas,0,Good
Unknown,Papara,0,Good
India,Parola,1,Good
Italy,Partinico,1,Good
United States of America,Pasco,1,Good
India,Pasighat,2,Good
Brazil,Passira,0,Good
United States of America,Pearl City,0,Good
Brazil,Coelho Neto,0,Good
Guatemala,Comalapa,2,Good
Dominican Republic,Constanza,1,Good
Mexico,Contla,1,Good
Italy,Corato,1,Good
United States of America,Crystal Lake,1,Good
India,Dahanu,1,Good
Serbia,Pec,1,Good
Romania,Pechea,1,Good
United Kingdom of Great Britain and Northern Ireland,Penicuik,1,Good
United States of America,Pennsville,1,Good
United States of America,Pensacola,2,Good
India,Perambalur,2,Good
Cuba,Perico,1,Good
United States of America,Perry Hall,1,Good
Haiti,Petit Goave,1,Good
Thailand,Phayuha Khiri,1,Good
France,Marignane,1,Good
France,Marly,1,Good
Madagascar,Marovoay,1,Good
Switzerland,Martigny,1,Good
Japan,Marugame,1,Good
Brazil,Maues,1,Good
India,Mayang Imphal,3,Good
United States of America,Mayfield Heights,1,Good
Myanmar,Maymyo,2,Good
Bangladesh,Mehendiganj,2,Good
Russian Federation,Melenki,1,Good
Argentina,Mendoza,1,Good
China,Mengyin,6,Good
Indonesia,Merauke,0,Good
Italy,Mercato San Severino,1,Good
Germany,Merchweiler,1,Good
United States of America,Midvale,1,Good
United States of America,Milpitas,1,Good
United States of America,Minneapolis,1,Good
Russian Federation,Minyar,1,Good
Brazil,Miracema Do Tocantins,0,Good
Brazil,Miracema,0,Good
Japan,Misawa,3,Good
Japan,Mitsuke,3,Good
Botswana,Mochudi,1,Good
Chile,Molina,4,Good
Brazil,Moncao,0,Good
India,Monoharpur,3,Good
Italy,Monselice,1,Good
Italy,Montemurlo,1,Good
India,Moram,2,Good
Sri Lanka,Moratuwa,1,Good
Malta,Mosta,1,Good
Peru,Motupe,1,Good
Kenya,Moyale,0,Good
Mexico,Moyotzingo,3,Good
Turkey,Mut,1,Good
Cameroon,Muyuka,1,Good
Czechia,Nachod,1,Good
Iran (Islamic Republic of),Nahavand,1,Good
Canada,Nanticoke,1,Good
India,Kanchrapara,5,Good
Togo,Kande,1,Good
India,Kanth,4,Good
China,Kaohsiung,2,Good
Indonesia,Karanganom,1,Good
Russian Federation,Kasimov,1,Good
Georgia,Kaspi,1,Good
India,Kayattar,0,Good
India,Kesinga,1,Good
India,Khanapur,0,Good
Nepal,Khandbari,1,Good
Tunisia,Duz,1,Good
United States of America,East Brunswick,2,Good
United States of America,East Hemet,1,Good
United States of America,East Lake,1,Good
Belgium,Edegem,1,Good
Spain,Eibar,1,Good
Nigeria,Ekpoma,2,Good
Guatemala,El Estor,1,Good
Spain,El Puerto De Santa Maria,0,Good
Colombia,El Zulia,1,Good
United States of America,Elk Grove Village,2,Good
United States of America,Ellensburg,1,Good
United States of America,Dothan,2,Good
Germany,Drochtersen,1,Good
Ukraine,Dunayivtsi,1,Good
Brazil,Marilia,1,Good
Colombia,Mariquita,2,Good
United States of America,Marshfield,1,Good
Italy,Martina Franca,1,Good
India,Mawana,3,Good
Unknown,Maxixe,1,Good
Unknown,Mazatlan,1,Good
Kingdom of Eswatini,Mbabane,2,Good
Central African Republic,Mbaiki,2,Good
Switzerland,Meilen,1,Good
Germany,Meitingen,1,Good
Poland,Miechow,1,Good
Cameroon,Mindif,2,Good
Japan,Mizusawa,1,Good
Gabon,Moanda,3,Good
United States of America,Modesto,1,Good
Italy,Mola Di Bari,1,Good
Kenya,Mombasa,1,Good
Cameroon,Monatele,1,Good
Italy,Mondolfo,1,Good
Unknown,Monster,1,Good
Dominican Republic,Monte Plata,5,Good
Italy,Montecorvino Rovella,1,Good
Jamaica,Montego Bay,1,Good
Netherlands,Montfoort,1,Good
France,Montigny En Gohelle,1,Good
Portugal,Montijo,1,Good
Honduras,Morazan,2,Good
Japan,Menuma,1,Good
Unknown,Mergui,0,Good
United States of America,Metairie,2,Good
United Republic of Tanzania,Mgandu,0,Good
Peru,Abancay,1,Good
Brazil,Agrestina,0,Good
Brazil,Aguas Belas,0,Good
Côte d'Ivoire,Akoupe,1,Good
India,Alangulam,0,Good
India,Alappuzha,1,Good
United States of America,Albert Lea,1,Good
Spain,Alcala De Henares,1,Good
Spain,Alcaniz,1,Good
Spain,Alcantarilla,1,Good
Spain,Alcorcon,1,Good
Netherlands,Almere,0,Good
China,Dali,1,Good
Germany,Delbruck,1,Good
Egypt,Deshna,2,Good
India,Dhampur,3,Good
India,Dharapuram,0,Good
India,Digboi,1,Good
United States of America,Dobbs Ferry,4,Good
Sudan,Doka,1,Good
Italy,Dolo,2,Good
Russian Federation,Domodedovo,2,Good
India,Khetia,2,Good
Iran (Islamic Republic of),Khonsar,0,Good
India,Khurai,3,Good
Ethiopia,Kibre Mengist,1,Good
Germany,Kierspe,1,Good
United Republic of Tanzania,Kimamba,0,Good
Russian Federation,Kingisepp,1,Good
Russian Federation,Kizlyar,1,Good
France,Kleinblittersdorf,1,Good
Austria,Knittelfeld,1,Good
India,Kolhapur,2,Good
Russian Federation,Koltsovo,1,Good
Japan,Komaki,3,Good
Viet Nam,Kon Tum,1,Good
India,Konnagar,12,Good
Poland,Koronowo,1,Good
Japan,Kosai,2,Good
China,Kouqian,4,Good
Russian Federation,Krasnoyarsk 45,1,Good
India,Krishnarajpet,1,Good
Germany,Krumbach,1,Good
Unknown,Kuala Kedah,2,Good
Malaysia,Kuala Lipis,2,Good
Germany,Kulmbach,1,Good
Sweden,Kungalv,1,Good
Russian Federation,Kurchaloy,1,Good
Estonia,Kuressaare,1,Good
India,Kushtagi,1,Good
Russian Federation,Kuvshinovo,1,Good
China,Kuytun,1,Good
Myanmar,Kyaukse,1,Good
Spain,La Algaba,1,Good
Dominican Republic,La Mata,1,Good
United States of America,La Palma,3,Good
United States of America,La Vista,1,Good
South Africa,Lady Frere,1,Good
Finland,Lahti,1,Good
Germany,Laichingen,1,Good
Ethiopia,Lalibela,1,Good
India,Lalitpur,3,Good
Nigeria,Lalupon,2,Good
Dominican Republic,Las Matas De Farfan,1,Good
Mexico,Las Varas,2,Good
India,Latur,2,Good
United Kingdom of Great Britain and Northern Ireland,Leatherhead,0,Good
Poland,Leczyca,1,Good
Italy,Leini,1,Good
United States of America,Lemon Grove,1,Good
United States of America,Lewisville,2,Good
Philippines,Libog,1,Good
Mexico,Linares,1,Good
China,Linjiang,2,Good
Democratic Republic of the Congo,Lisala,2,Good
Bosnia and Herzegovina,Livno,1,Good
Angola,Lobito,1,Good
Russian Federation,Lobnya,1,Good
Germany,Lollar,1,Good
United States of America,Longview,1,Good
United Kingdom of Great Britain and Northern Ireland,Louth,1,Good
Germany,Lubbecke,1,Good
Malawi,Luchenza,1,Good
Bosnia and Herzegovina,Lukavac,1,Good
Albania,Lushnje,1,Good
Uganda,Luwero,2,Good
Italy,Luzzi,1,Good
China,Maanshan,9,Good
Pakistan,Mach,1,Good
India,Sarauli,4,Good
Philippines,Saug,0,Good
Russian Federation,Sayansk,1,Good
Italy,Scalea,1,Good
Italy,Scorze,2,Good
United States of America,Scott Lake,6,Good
United States of America,Scottsdale,1,Good
Germany,Selm,1,Good
India,Seoni,1,Good
India,Serchhip,1,Good
Russian Federation,Serpukhov,1,Good
Armenia,Sevan,1,Good
United States of America,Seven Hills,2,Good
Colombia,Sevilla,2,Good
Bulgaria,Sevlievo,1,Good
India,Shamgarh,1,Good
China,Shaoyang,4,Good
Italy,Somma Vesuviana,1,Good
India,Sonegaon,1,Good
China,Songjianghe,2,Good
Iran (Islamic Republic of),Sonqor,1,Good
Russian Federation,Sortavala,1,Good
United States of America,South Elgin,1,Good
South Africa,Springbok,0,Good
Italy,Squinzano,1,Good
South Africa,Stellenbosch,11,Good
United Kingdom of Great Britain and Northern Ireland,Stockport,1,Good
United States of America,Stratford,4,Good
Bolivia (Plurinational State of),Sucre,0,Good
Germany,Suhl,1,Good
Germany,Sulingen,0,Good
Costa Rica,San Diego,2,Good
Dominican Republic,San Jose De Ocoa,2,Good
Mexico,San Juan De La Vega,2,Good
Guatemala,San Juan Sacatepequez,3,Good
Guatemala,San Lucas Sacatepequez,3,Good
Venezuela (Bolivarian Republic of),San Mateo,1,Good
Nicaragua,San Rafael Del Sur,1,Good
Philippines,Sangali,0,Good
India,Sankrail,4,Good
Austria,Sankt Andra,1,Good
Brazil,Santa Cruz Do Sul,2,Good
Brazil,Santa Luzia,0,Good
India,Sanwer,1,Good
Brazil,Sao Manuel,2,Good
India,Baidyabati,10,Good
Slovakia,Balassagyarmat,1,Good
Republic of Moldova,Balti,1,Good
Thailand,Bang Pakong,3,Good
Thailand,Bang Yai,5,Good
India,Banka,3,Good
Pakistan,Bannu,3,Good
India,Baramati,2,Good
India,Barwala,4,Good
India,Baswa,3,Good
Brazil,Batatais,1,Good
Australia,Batemans Bay,0,Good
Cameroon,Batouri,1,Good
United States of America,Battle Creek,1,Good
Spain,Baza,0,Good
United States of America,Beaumont,2,Good
Indonesia,Bekasi,9,Good
Mauritius,Bel Air,1,Good
Brazil,Belem De Sao Francisco,0,Good
Turkey,Belen,1,Good
Switzerland,Bellinzona,1,Good
India,Berasia,2,Good
Albania,Berat,1,Good
Belgium,Beveren,1,Good
India,Bhavnagar,1,Good
India,Bhikhi,4,Good
India,Bilgram,3,Good
India,Bindki,4,Good
Germany,Bitterfeld,1,Good
United States of America,Bixby,2,Good
United States of America,Blacksburg,1,Good
Poland,Bochnia,1,Good
Germany,Bockenem,1,Good
Poland,Bogatynia,1,Good
Russian Federation,Bolshaya Glushitsa,1,Good
Russian Federation,Bolshoy Kamen,2,Good
Uganda,Bombo,3,Good
United States of America,Bon Air,1,Good
France,Bondy,1,Good
Ethiopia,Bonga,1,Good
Russian Federation,Borovsk,1,Good
Turkey,Boyabat,1,Good
Uzbekistan,Boz,1,Good
South Africa,Breyten,1,Good
Mexico,Buenos Aires,1,Good
Australia,Burnie,0,Good
Spain,Burriana,1,Good
Turkey,Bursa,1,Good
United Kingdom of Great Britain and Northern Ireland,Bury,1,Good
Mexico,Caborca,1,Good
Germany,Cadolzburg,1,Good
India,Calcutta,8,Good
Italy,Calenzano,1,Good
Brazil,Camacari,0,Good
Australia,Canberra,0,Good
Brazil,Capinzal,1,Good
Brazil,Capivari,1,Good
Portugal,Carnaxide,1,Good
Venezuela (Bolivarian Republic of),Carrizal,1,Good
France,Carvin,1,Good
United States of America,Cary,1,Good
Spain,Castro Urdiales,1,Good
Italy,Cercola,1,Good
Trinidad and Tobago,Chaguanas,0,Good
Guatemala,Chajul,1,Good
India,Chakia,4,Good
India,Champdani,10,Good
France,Champigny Sur Marne,1,Good
Mexico,Chetumal,1,Good
India,Chhata,5,Good
Chile,Chimbarongo,4,Good
Zambia,Chinsali,0,Good
Japan,Chofu,2,Good
France,Cholet,1,Good
China,Choucheng,10,Good
Burundi,Cibitoke,1,Good
Indonesia,Ciledug,7,Good
Italy,Cinisello Balsamo,1,Good
Italy,Civitavecchia,1,Good
France,Clermont Ferrand,1,Good
Germany,Cleves,1,Good
United States of America,Clifton,1,Good
Ireland,Clonmel,1,Good
Kenya,Taveta,1,Good
Philippines,Tayug,1,Good
Romania,Tecuci,1,Good
United States of America,Tehachapi,1,Good
Guinea,Telimele,1,Good
Japan,Tendo,1,Good
Canada,Terrace,0,Good
Lesotho,Teyateyaneng,2,Good
South Africa,Thaba Nchu,2,Good
United States of America,The Woodlands,1,Good
Greece,Thermi,1,Good
Greece,Thessaloniki,1,Good
United States of America,Thousand Oaks,2,Good
Israel,Tirat Karmel,2,Good
India,Tiruvannamalai,1,Good
Japan,Tokuyama,1,Good
Japan,Tomakomai,1,Good
Russian Federation,Uren,1,Good
Japan,Ushiku,1,Good
Russian Federation,Ust Dzheguta,1,Good
France,Valbonne,2,Good
Portugal,Valongo,1,Good
Romania,Vaslui,1,Good
Portugal,Vendas Novas,0,Good
Ecuador,Ventanas,2,Good
Haiti,Verrettes,2,Good
South Sudan,Tonj,2,Good
United States of America,Topeka,1,Good
Russian Federation,Toropets,0,Good
Mexico,Tototlan,1,Good
Argentina,Trelew,0,Good
Brazil,Tres De Maio,1,Good
Russian Federation,Troitskiy,1,Good
United States of America,Trotwood,1,Good
Algeria,Tuggurt,1,Good
Trinidad and Tobago,Tunapuna,1,Good
Colombia,Tunja,1,Good
Colombia,Turbo,1,Good
Indonesia,Ubud,1,Good
India,Ujhani,1,Good
Indonesia,Sunggal,2,Good
Tunisia,Susah,1,Good
Poland,Suwalki,1,Good
Ghana,Swedru,1,Good
Sudan,Tabat,1,Good
India,Tadepalle,1,Good
China,Tahe,1,Good
India,Takhatpur,1,Good
India,Talcher,1,Good
United States of America,Tallmadge,1,Good
Japan,Tamana,2,Good
Brazil,Taquara,1,Good
Libya,Tarhunah,1,Good
Italy,Tarquinia,1,Good
Hungary,Tatabanya,1,Good
Brazil,Olinda,0,Good
Israel,Or Yehuda,2,Good
Romania,Orastie,1,Good
Sweden,Orebro,1,Good
Greece,Orestias,1,Good
Czechia,Orlova,2,Good
Philippines,Ormoc,1,Good
United Kingdom of Great Britain and Northern Ireland,Ormskirk,1,Good
United States of America,Oro Valley,1,Good
Nigeria,Oron,5,Good
Germany,Oschersleben,1,Good
Belgium,Ostend,1,Good
France,Outreau,1,Good
United States of America,Oviedo,1,Good
Canada,Owen Sound,1,Good
Australia,Pakenham,0,Good
France,Palaiseau,3,Good
India,Palwal,4,Good
Italy,Paola,1,Good
Argentina,Parana,0,Good
Brazil,Parintins,0,Good
South Africa,Parys,7,Good
Peru,Pativilca,1,Good
Brazil,Patos De Minas,1,Good
Hungary,Pecs,1,Good
Italy,Pedara,1,Good
United States of America,Pedley,3,Good
Brazil,Penalva,0,Good
United States of America,Peru,2,Good
India,Perundurai,1,Good
Iraq,Panjwin,1,Good
India,Pansemal,1,Good
Colombia,Pereira,4,Good
Germany,Pfullingen,1,Good
Czechia,Prachatice,1,Good
Indonesia,Praya,1,Good
Serbia,Priboj,1,Good
Russian Federation,Pridonskoy,1,Good
Republic of North Macedonia,Probistip,1,Good
Brazil,Promissao,1,Good
Poland,Przeworsk,1,Good
Spain,Puerto Del Rosario,0,Good
Peru,Puerto Maldonado,1,Good
Colombia,Puerto Santander,4,Good
Bolivia (Plurinational State of),Punata,1,Good
Russian Federation,Pushkin,1,Good
Pakistan,Qadirpur Ran,3,Good
France,Quimper,1,Good
Colombia,Quinchia,3,Good
Mexico,Quiroga,1,Good
Greece,Rafina,1,Good
India,Rajnagar,3,Good
France,Pierrelatte,2,Good
Spain,Pilas,0,Good
China,Pingxiang,2,Good
United States of America,Placerville,2,Good
United States of America,Pleasant Prairie,1,Good
Brazil,Pombos,1,Good
Spain,Ponferrada,0,Good
Portugal,Ponte De Sor,0,Good
Italy,Porcia,1,Good
Italy,Olgiate Comasco,1,Good
Poland,Olkusz,1,Good
Switzerland,Olten,1,Good
United States of America,Opa Locka,1,Good
Russian Federation,Opochka,1,Good
Serbia,Orahovac,1,Good
United States of America,Orangevale,1,Good
Russian Federation,Orekhovo Zuevo,1,Good
Canada,Oshawa,1,Good
France,Ostwald,1,Good
Burkina Faso,Ouahigouya,1,Good
Belgium,Oupeye,1,Good
United States of America,Pacific Grove,1,Good
Germany,Paderborn,1,Good
Philippines,Pagadian,1,Good
India,Palakollu,3,Good
Italy,Palermo,1,Good
Brazil,Palhoca,0,Good
India,Pali,1,Good
United States of America,Palisades Park,1,Good
Australia,Palmerston,9,Good
Bulgaria,Panagjuriste,1,Good
Panama,Panama,1,Good
India,Rampur Hat,4,Good
India,Rayadrug,1,Good
Russian Federation,Raychikhinsk,2,Good
Zimbabwe,Redcliffe,0,Good
United States of America,Redlands,3,Good
Brazil,Remanso,0,Good
Belgium,Retie,1,Good
Germany,Rhede,1,Good
Brazil,Rio Negro,1,Good
Spain,Ripollet,1,Good
India,Robertsganj,3,Good
United States of America,Rochester Hills,1,Good
United States of America,Rock Hill,1,Good
Australia,Rockhampton,0,Good
China,Rongcheng,4,Good
India,Madhogarh,4,Good
United States of America,Madison Heights,1,Good
India,Mahiari,10,Good
Niger,Maine Soroa,2,Good
Philippines,Malabanban,1,Good
Nepal,Malangwa,3,Good
Spain,Malgrat De Mar,1,Good
Brazil,Mamanguape,0,Good
Ghana,Mampong,1,Good
Guinea,Mandiana,1,Good
United Republic of Tanzania,Maposeni,0,Good
Portugal,Margaride,0,Good
Romania,Marghita,1,Good
Brazil,Codajas,1,Good
United Kingdom of Great Britain and Northern Ireland,Coleraine,1,Good
United States of America,Commerce,3,Good
Peru,Contamana,1,Good
Italy,Conversano,1,Good
Brazil,Coracao De Jesus,0,Good
France,Coueron,1,Good
France,Courrieres,1,Good
Mexico,Cozumel,0,Good
Australia,Craigieburn,2,Good
United Kingdom of Great Britain and Northern Ireland,Crowthorne,1,Good
Brazil,Cruzeiro Do Sul,1,Good
Hungary,Csorna,1,Good
Indonesia,Curug,15,Good
Thailand,Phon,2,Good
Greece,Pilaia,1,Good
Philippines,Pili,1,Good
Pakistan,Pindi Bhattian,4,Good
Brazil,Piquete,1,Good
Guinea,Pita,1,Good
Mauritius,Plaine Magnien,1,Good
Germany,Plettenberg,1,Good
Romania,Ploiesti,1,Good
United States of America,Plover,1,Good
Russian Federation,Podolsk,1,Good
Greece,Polikhni,1,Good
United States of America,Port Saint John,1,Good
Finland,Porvoo,1,Good
Spain,Pozuelo De Alarcon,0,Good
Russian Federation,Prokopyevsk,1,Good
Serbia,Prokuplje,1,Good
Russian Federation,Promyshlennaya,1,Good
Greece,Ptolemais,1,Good
Venezuela (Bolivarian Republic of),Punto Fijo,1,Good
Peru,Puquio,0,Good
Azerbaijan,Pushkino,1,Good
Ecuador,Puyo,1,Good
Myanmar,Pyay,1,Good
Portugal,Queluz,1,Good
Romania,Radauti,1,Good
India,Rahon,6,Good
India,Rajula,1,Good
Portugal,Ramada,1,Good
India,Ramanuj Ganj,3,Good
France,Roubaix,1,Good
Unknown,Runcorn,1,Good
Italy,Russi,1,Good
Burundi,Ruyigi,1,Good
Rwanda,Rwamagana,2,Good
Germany,Saarlouis,1,Good
Mexico,Sabinas,1,Good
India,Saharanpur,7,Good
India,Sahawar,4,Good
India,Saiha,1,Good
India,Sakleshpur,1,Good
Iran (Islamic Republic of),Salmas,1,Good
Italy,San Cesareo,1,Good
Italy,San Dona Di Piave,1,Good
Italy,San Gregorio Di Catania,1,Good
Mexico,San Juan De Los Lagos,1,Good
Colombia,San Juan De Uraba,1,Good
Mexico,San Julian,1,Good
El Salvador,San Martin,1,Good
Panama,San Miguelito,1,Good
Mexico,San Pablo De Las Salinas,2,Good
Germany,Sankt Augustin,1,Good
Germany,Sankt Georgen,1,Good
Spain,Sant Pere De Ribes,1,Good
Spain,Santa Marta De Tormes,0,Good
Spain,Santomera,1,Good
Unknown,Sao Francisco Do Conde,0,Good
Indonesia,Pandegelang,8,Good
Mexico,Papalotla,1,Good
Germany,Parchim,1,Good
France,Passy,1,Good
India,Penukonda,1,Good
Brazil,Pereira Barreto,1,Good
Philippines,Perrelos,1,Good
Belgium,Peruwelz,1,Good
Indonesia,Peterongan,3,Good
India,Petlawad,1,Good
Brazil,Petropolis,1,Good
Germany,Pforzheim,1,Good
Thailand,Phanom Sarakham,3,Good
Pakistan,Bahawalpur,2,Good
Turkmenistan,Baherden,1,Good
United States of America,Bainbridge,2,Good
United States of America,Balch Springs,1,Good
Philippines,Baliuag,1,Good
Sweden,Balsta,1,Good
India,Bangaon,1,Good
Philippines,Bangar,1,Good
Indonesia,Bangkalan,2,Good
China,Baoji,1,Good
Bangladesh,Barisal,1,Good
Brazil,Barroquinha,0,Good
Russian Federation,Bisert,1,Good
Unknown,Bissau,1,Good
Italy,Bitetto,1,Good
United States of America,Black Forest,1,Good
Malawi,Blantyre,2,Good
Germany,Bohmte,2,Good
Ukraine,Bolekhiv,1,Good
India,Bongaigaon,2,Good
Colombia,Bosconia,2,Good
Italy,Boscoreale,2,Good
United States of America,Brainerd,1,Good
Germany,Brand Erbisdorf,1,Good
Belgium,Brecht,1,Good
Brazil,Brejo Santo,0,Good
Netherlands,Brielle,1,Good
South Africa,Brits,14,Good
Netherlands,Beek,1,Good
Belgium,Beernem,1,Good
United States of America,Bellview,2,Good
Germany,Belm,2,Good
Italy,Belpasso,1,Good
Germany,Bendorf,1,Good
Egypt,Beni Suef,2,Good
Spain,Bermeo,1,Good
Italy,Besana In Brianza,1,Good
Guinea,Beyla,1,Good
France,Beziers,1,Good
India,Bhander,3,Good
India,Bhanpuri,1,Good
India,Bhattiprolu,1,Good
India,Bhimunipatnam,3,Good
India,Bicholim,1,Good
United Kingdom of Great Britain and Northern Ireland,Bideford,1,Good
Kingdom of Eswatini,Big Bend,9,Good
India,Bilara,1,Good
Turkey,Birecik,1,Good
Brazil,Artur Nogueira,2,Good
Tunisia,Aryanah,1,Good
Bulgaria,Asenovgrad,1,Good
United States of America,Ashland,2,Good
India,Asind,1,Good
India,Atrauli,4,Good
Germany,Augsburg,1,Good
Italy,Aulla,1,Good
United States of America,Azalea Park,1,Good
Spain,Azuqueca De Henares,1,Good
India,Baberu,4,Good
Philippines,Bacolod,1,Good
Austria,Bad Ischl,1,Good
United Republic of Tanzania,Bagamoyo,1,Good
Portugal,Baguim Do Monte,1,Good
China,Shenjiamen,1,Good
India,Shikarpur,3,Good
China,Shunyi,3,Good
Pakistan,Sialkot,3,Good
United Kingdom of Great Britain and Northern Ireland,Sidmouth,1,Good
Malaysia,Simpang Empat,1,Good
Unknown,Sitrah,1,Good
Ukraine,Snizhne,1,Good
Netherlands,Soest,1,Good
Brazil,Soledade,0,Good
Italy,Sondrio,1,Good
France,Sorgues,1,Good
United States of America,South Lake Tahoe,1,Good
United States of America,South Venice,1,Good
United States of America,South Whittier,4,Good
Germany,Spiesen Elversberg,1,Good
Italy,Spilimbergo,1,Good
Slovakia,Spisska Nova Ves,1,Good
United Kingdom of Great Britain and Northern Ireland,Stretford,1,Good
United States of America,Struthers,2,Good
